id,movie_id,movie_name,review_text,sentiment_compound,sentiment_pos,sentiment_neu,sentiment_neg,sentiment_label
5362,tt0068646,The Godfather,"Following the helicopter attack, Vincent is adamant on killing Joey Zasa in retaliation for the massacre, but Michael says no as he wants to figure out who really gave the order. Michael suffers a stroke and is incapacitated as Vincent decides to go after Zasa with the approval of Connie Corleone. Vincent and cohorts surprise Zasa and his henchman at an Italian-American street parade. Vincent disguises himself as an equestrian police officer, tracks Zasa down and shoots him in the back. Michael scolds Vincent as his relationship with Mary deepens. It is important in showing Vincent's increasingly important role in family affairs before Michael ultimately designates him Don Vincent.",-0.7814,0.088,0.77,0.142,negative
5332,tt0068646,The Godfather,"First saw this film back in Sydney in the early seventies. Had a certain kudos then as it was a groundbreaking film of its sort. Or so the story goes!Watched it on BBC i player as there was nothing else at all in the film catalogue. Main observations after all these decades.In the signature and most memorable moment in the whole 3 hours plus (snooze), I would love to know how the mafia goon managed to get the enormous horses head in the bed without the director in it waking up. Apologies if IMDb have already noted this ludicrous goof in the list of goofs. It was a completely lame scene if you will forgive the punMarlon Brando seems to be having trouble with vocal clarity and was slurring his way throughout the film. Maybe hitting the Sicilian wine a little hard?All in all, including the mammoth length of the movie, no satisfactory end. Of course it was groundbreaking possibly for this reason and this reason alone. They were laying the foundation for a franchise of Godfathers. Something the film industry in the twentieth first century have taken to the max.",0.6513,0.085,0.851,0.064,positive
1421,tt0111161,The Shawshank Redemption,"This movie is all time best.The Shawshank Redemption has all feeling (hope,angry,happinies etc.).A masterpiece",0.6808,0.318,0.682,0.0,positive
662,tt0111161,The Shawshank Redemption,This is certainly not a bad film but it is Also completely overated in my opinion. This story has been done a million times and How the wardens didn't notice he was chipping through the wall everyday to escape is beyond me. The acting throughout is very good but i am shocked to see this number 1 on the chart.,0.7634,0.179,0.775,0.046,positive
2116,tt0068646,The Godfather,What a great movie of all times according to me. It's simply a masterpiece. Loved every bit of it. Great performances by marlon brando and al pacino. It was soo real.,0.9531,0.393,0.607,0.0,positive
637,tt0111161,The Shawshank Redemption,"I had heard about the movie since it first came out, but somehow, I never got around to watching it. Now, I super-glad that I watched it. It is an utterly fantastic movie, to the max. The movie contains almost every human emotion that there is, and overall, it is a totally wonderful character study, as well. There is marvelous writing, and a totally well thought-out plot, and the acting talent throughout is on an almost otherworldly level. It is a movie that captured my attention from the very beginning, keeping me totally engaged throughout for the entire duration of the film. All said, this is yet another movie that I truly wish that I could give more than ten stars, because it truly deserves many, many stars.",0.992,0.271,0.729,0.0,positive
5036,tt0068646,The Godfather,"There are some movies which cannot be reviewed. We can all have our opinions, but we cannot rate them. These are the movies which go beyond the ratings and awards. The Godfather (1 and 2) is one such movie(s). To give a rating to these two movies would be an insult to its creators and I am not making any attempt to do so. These are two legendary movies, each an epic, a magnum opus for all other 'Don' movies. Thus, I present here some of my views and scenes from the two movies that touched my heart. Right movie from the beginning of the movie, the music is haunting. It pulls you towards itself, like the fatal attraction of parvana to the shama. Marlon Brando is characteristic. There has never been another Don in history so charming, honorable and one who is also a true family man. A Don who respects his friends and never forgets a favor. The transformation of Al Pacino from the distant lad who says ""That's my father, Kate, not me"" to the emotional son beside his father in the hospital ensuring him ""I am with you now"" to ultimately the unprecedented words pronounced by him ""I am working for my father now"" underlines the storyline. Some of my favorite dialogues by the movie are: ""A man who doesn't spend time with his family, can never be a real man."" ""I never ask for a second favor when I have been refused the first."" ""Don't tell me you're innocent, because it exhausts my intelligence."" ""Don't ever take sides with anyone against your family."" ""Women and children can be careless but not men."" The distress look on Brandon's face when he finds out his war hero son is invariably pulled into the underworld business, the silent tears of acknowledgement when he hears the news of his other son's murder and simply says ""I want no acts of vengeance"" shows that some actors don't need big dialogues to act. The final stages between father and son are beautifully portrayed. A concerned father advising his son, the last person he thought would be his successor. And the dutiful son consoling his dad that ""We'll get there"". The music is not just background score but also underlines the essence of the movie. Attentions to details like the steady flow of water, chirping of the birds, are hard to ignore. The climax of the movie where he lies with so much conviction to his beloved wife completes the transformation of Al from a civilian to the head of the Corleone family.",0.9677,0.139,0.758,0.102,positive
4186,tt0068646,The Godfather,"As well as previous works by Bergman, Wilder, Huston, Hitchcock, Speilberg, Lucas, Kubrick, Capra, Gibson and other greats that touch our souls as only a film of this nature could while sitting in a theatre. If you don't keep this film in your heart and recognize it as the true mold for all others that took the same path, referencing it's style, you would be mistaken. It is on a different level, as the NBA's Michael Jordan is to most other players that came before him or have followed..Look up the word Classic in the dictionary and you should see a synopsis of this body of work along with Citizen Kane and others..Coppala, Pacino, Brando and Puzzo have created the starting point for others.. and their predecesors, can stand up and take notice and include them as one of the classics of all time..bc",0.5267,0.047,0.935,0.017,positive
3870,tt0068646,The Godfather,"The Godfather is truly an excellent film with a sensational cast, genius writing, and direction. Without leaders like Coppola or Puzo, the book to film could have been a disaster. The story is well-told in length and detail. Characters are built up and explained well. After Godfather, it must be hard for Coppola to make any follow up movie. This movie has stood almost 30 years and it is still one of the most entertaining addictive movies to watch. You just can't leave it yet until its done. People know the Godfather backwards and forwards. I love the scenes shot in Italy with Pacino and the cast. While they use subtitles to relay the Italian language, the movie leaves you breathless. Pacino, DeNiro, Duvall, Caan, Shire, Keaton, were unknown until this movie was released. We all remember Marlon Brando as Stanley Kowalski. His performance in this film is equally brilliant and incredible. You can't help but watching this film over and over again.",0.7258,0.082,0.877,0.041,positive
4122,tt0068646,The Godfather,"This is a movie for people who want to watch fat guys eat pasta. ""The Godfather"" confuses sentiment with emotion and nostalgia with authenticity. Like ""Goodfellas"", it tries to capture something deep and meaningful about loyalty, family, and honor, but in the end manages only to convey that food plays an important role in Italian culture. Brando's portrayal of Corleone becomes farcical as his brooding look tips over into a vacant stare. In all fairness this is not an altogether bad movie, but it pales in comparison to the novel by Mario Puzo and deserves to be taken down a notch. Watch this for the costumes.",0.9416,0.187,0.799,0.014,positive
1490,tt0068646,The Godfather,"""The Godfather"" is so smart, so well written (an Oscar winner for Best Adapted Screenplay) and so well performed that it would have succeeded under the very worst of circumstances. Marlon Brando (Oscar-winning, even though he refused the award) gives the performance of a lifetime as the head of a Mafia family that will do anything and everything to dominate organized crime in post-World War II New York City. However, the face of crime is quickly changing and other syndicates are targeting Brando to eliminate him as competition. What no one figured was that youngest son Al Pacino (Oscar-nominated) may be even more ruthless and maniacal than his father. Robert Duvall and James Caan both received Oscar nominations for their roles in the wicked mix. Diane Keaton, Talia Shire, Abe Vigoda and John Cazale all do arguably the best work of their respective careers. ""The Godfather"" is epic film-making which ended up being the first true picture to deal with the topic in a non-film noir style. It is an amazing achievement which is probably the best movie produced in the 1970s (that is saying a whole lot by the way) and quite possibly the greatest motion picture of all time. An excellent movie from every cinematic angle imaginable. 5 stars out of 5.",0.9692,0.178,0.714,0.108,positive
2383,tt0068646,The Godfather,"A francis ford copolla classic that takes me to different worlds every time I watch it, and deserves 10 points from me with its shooting techniques and fascinating atmosphere. I wish I was in my twenties when this film was shot and I could watch this movie in the cinema.",0.7351,0.126,0.874,0.0,positive
5018,tt0068646,The Godfather,The most complete film in the history of cinemaThe actors perform best in their rolesMemorable soundtrackA full-fledged film for all generationsA true masterpieceA complete collection of audio-visual beauties.,0.886,0.294,0.706,0.0,positive
1840,tt0068646,The Godfather,"Chances are you may have heard of this film, then again maybe you haven't. Anyway, let's cut to the chase. 'The Godfather', running at just under three hours, boasts at least four set pieces which will have you at the edge of your seat. The director takes care in familiarising us with not just the Corleone family, but also their staff and associates, which really engages the viewer. We are also witness to the transformation of a certain Michael Corleone. There are elements of tragedy in this film which sows the seeds for future perpetrations of revenge, and the ultimate message that I took away was that man has the capacity to cause absolute carnage, which clearly we already know: I suppose that it does no little harm to remind ourselves of that fact. In terms of the acting, it superlative with everyone putting in credible performances. Given that the director was under incredible pressure to make this a success, it is a fantastic feat and still holds up today as the definitive mob movie. However, let me put all that to one side and reserve special credit to Nino Rota and Carmine Coppola who have created quite possibly the best and most recognisable soundtrack in movie history. If you don't already have it, I recommend that you buy 'The Godfather Trilogy' album: there are songs on the album which, if they don't send a shiver up your spine, will reduce you to tears, such is the poignancy of these compositions. I strongly believe that this film would not have been what it is without this soundtrack - it is that crucial to the overall structure.",0.9705,0.147,0.78,0.073,positive
4027,tt0068646,The Godfather,I consider this movie as one of the best movies of all time and used to watch it on tv and I was really excited to re-watch the 50 years old movie in cinema ! And to be honest this is the best re-release I have ever seen. 50 years old movie with better quality than modern some modern movieRecommendation: go and watch it in the cinema..it's a masterpiece hands down.,0.9708,0.265,0.735,0.0,positive
1229,tt0111161,The Shawshank Redemption,"This is an masterpiece. A very intense and thrilling movie which aged well. After I bought it in the DVD-Palace and watched from my couch, I recommended it to many people living in my street. It was fabulous!",0.9398,0.365,0.635,0.0,positive
2418,tt0068646,The Godfather,"This movie is the definition of overrated, it is incredibly slow moving, half of the movie is dark. very bored after 30 minutes of watching. incredibly overrated.",-0.3384,0.0,0.916,0.084,negative
1152,tt0111161,The Shawshank Redemption,"These two did an amazing job together. You don't see this type of story telling between two actors in modern-day movies, let alone an amazing story at this level.",0.765,0.213,0.73,0.056,positive
5359,tt0068646,The Godfather,"This film is excellent in every way possible. It contains superb acting, directing, writing and is an all round great film. It includes family values, but in a violent and protective way. It is very thrilling, violent, informative and it moves at a good pace. The film has many things, one of which is values. The Godfather balances everything crucial in a film. It is violent, but not an action; it is touching, but not a romance; it includes family values, but is not a family film; it includes all of these and becomes a crime/drama. It's a must see. Francis Ford Coppola's masterpiece. Also see The Godfather: Part II, The Conversation, Apocalypse Now, The Godfather: Part II and of course, his final outstanding film effort, Bram Stoker's Dracula.",0.9332,0.22,0.659,0.122,positive
198,tt0111161,The Shawshank Redemption,"The story of this film takes place over a twenty-year period between 1947 and 1967. Andy Dufresne, a young banker from Portland, Maine, is wrongly convicted of murdering his wife and her lover, and sentenced to life imprisonment. (""Shawshank"" is the name of the prison where he serves his sentence). The prison is a brutal place, and Andy is frequently beaten and sexually assaulted by a gang of homosexual inmates called ""The Sisters"". Two things, however, help him to survive. One is his friendship with another convict, Red, who has a reputation for being able to acquire almost any item and, for a price, to smuggle it into the prison. The other is his financial expertise, which he puts to good use, becoming a tax and financial adviser to the prison guards and even the Warden himself. As a reward for these services, Andy is given a privileged job in the prison library and protection from molestation. To avenge their attacks on Andy, the leader of the ""Sisters"" is so badly beaten by the guards that he is crippled for life; Andy is not molested again. The Warden devises a scheme under which inmates are put to work on local construction projects. The purpose of this is ostensibly to prepare them for life after they are released, but in reality he is exploiting their free labour for his own personal profit, and using Andy's financial skills to launder the proceeds. This arrangement seems to work to Andy's advantage, because of the extra privileges he is granted, but things change when a new young prisoner named Tommy Williams is sent to Shawshank. Tommy has evidence that could secure Andy's release; a former cellmate in another prison has confessed to him that he committed the murders for which Andy was convicted. Tommy confides this secret to the Warden who, fearing that his illegal schemes will be revealed should Andy ever be released, arranges to have Tommy murdered by a corrupt guard. There is a long history of American prison films, including the likes of ""I am a Fugitive from a Chain Gang"", ""Cool Hand Luke"", ""Brubaker"" and the more recent ""The Last Castle"". (Frank Darabont was later to direct another prison film, ""The Green Mile"", based, like ""The Shawshank Redemption"" on a Stephen King story). Most of these were made with a liberal social agenda in mind, aiming to expose the harsh prison conditions and thereby inspire their reform. ""The Shawshank Redemption"" falls, to some extent, within this tradition; it is made from a basically liberal viewpoint and vividly depicts the brutality of prison life, although the fact that it is a period piece, set several decades in the past, might suggest that social issues were not the filmmakers' sole concern. Perhaps more important are the analysis of the nature of freedom and of the relationship between Andy and Red. The word ""prison"", from the French ""pris"" (""taken""), merely indicates a place where captives are held, and the authorities, especially in America, prefer to describe many prisons by some more positive term such as ""penitentiary"" or ""reformatory"" which implies their purpose of rehabilitating criminals. Shawshank, a prison where the Warden and guards are at least as crooked as the inmates, has precisely the opposite effect. Andy goes in innocent of any crime and comes out guilty of being an accessory to corruption and fraud. Yet, despite his involvement in the Warden's dishonesty, Andy retains a certain integrity; he refuses to give up hope and refuses to allow himself to be beaten by the system. Although he is in prison he has found a sort of freedom. A key moment comes when he defies the guards to play a Mozart aria over the prison loudspeakers for all the inmates to hear- a reminder of spiritual values even in the harshest of environments. Red faces a different problem. He fears that he has become so institutionalised that he will be unable to survive freedom, as happened to another long-term prisoner who committed suicide shortly after his release. In prison, his role as the ""fixer"" who can obtain anything, be it a packet of cigarettes, a rock hammer or a poster of Rita Hayworth, makes him the king of the inmates. (These latter two items will play an important role in the plot). On the outside he will be just another ex-con trying to make ends meet in a dead-end job. Paradoxically, he is more free in jail than he will be on the outside. I won't give away the ending, but it involves Andy repaying Red's previous kindnesses by showing him how he can be free in all senses of the word. The film was not a great box office success when first released but has since acquired a status as one of the classics of the modern American cinema; it has now supplanted ""The Godfather"" as number one on IMDb's Top 250 list. The film would perhaps not be number one on my personal list, but it is a fine one and would certainly be in my top 250, perhaps the top 100. Its two stars, Tim Robbins as Andy and Morgan Freeman as Red, are both excellent. Its initial lack of success may have had something to do with its rather clumsy title. ""Shawshank"" is not a word that will mean anything to the average person (according to one story Darabont was once asked how his ""rickshaw"" film was going) and ""redemption"", except in technical legal contexts, normally has a religious connotation. This is not an explicitly religious film; indeed, in its portrayal of Warden Norton as a sanctimonious, Bible-bashing hypocrite, it can be seen as critical of religion. Nevertheless, the word ""redemption"" is perhaps appropriate in this context, after undergoing the hell of Shawshank Andy and Red manage to find a sort of secular redemption. It may be this message of hope that accounts for the film's continuing popularity. 9/10",-0.9448,0.141,0.712,0.147,negative
4848,tt0068646,The Godfather,A lesson to the movie creators and movie goers. Really fantastic work of all 28 CRAFTS which are engaged perfectly and with exact timing.After years even now the movie is an text book to the movie makers.Just this is a wonder.,0.8955,0.231,0.769,0.0,positive
5679,tt0068646,The Godfather,"If you want a portrait of all that is wrong with America, look not only at this film but the fact that so many people have immortilized this overrated, grossly violent movie with no redeeming qualities. This shouldn't even be top 100. It's boring, WAY too long and has terrible story writing and pacing. Who the hell loves this atrocity??",-0.9723,0.074,0.587,0.339,negative
1749,tt0068646,The Godfather,"The Year was 1972. The Vietnam War still had 2 more years before it was finally over, Star Wars was probably being written by George Lucas while he was prepping American Graffiti, Watergate was on American peoples minds, Russel Crowe was 8 years old and as for me..well, i was not even a Glitch in my mothers Womb. That was the Year when a movie came out that was something Special, a movie that we still talk about today and even some might call the greatest film of all time. That was the year of The Godfather!! Francis Ford Copolla directed one of the true cinema greats, and after almost 40 years, its still remains a fine example of a movie that sucks you in from beginning to end and leaves you satisfied like no other film like it. Marlon Brando 'makes you an offer you cant refuse' as Don Vito Corleone, the Head of his Family and Godfather. Brando is such a fine Actor and brings great weight to his role as the Don. Also great is James Caan as Sonny Corleone, the hot tempered son and Al Pacino as the young son Micheal Corleone, who at first does not want to get involved with the family Business until he has no choice. With other great actors like Robert Duvall and Dianne Keaton, the Godfather is a great ensemble that ended up winning a very deserving Best Picture at the Oscars and best Actor for Marlon Brando. Mario Puzo wrote the Screenplay, and its sizzling with Classic Lines and memorable moments. This film, like the old Cagney films before it, paved the way for some other great Gangster Flicks that came rolling along through the years after it, but this stands on the top of the Mountain as the Godfather of all them..",0.977,0.133,0.833,0.034,positive
2209,tt0068646,The Godfather,"Marlon Brando's old flame that has glowed for years, and flickered along a trail bumpy with mediocre pictures, shines higher and brighter than ever. The old irresistible magic is revived in Paramount's ""The Godfather"" in his intuitive grasp of Mario Puzo's Don Corleone, a living symbol of the poetic translation of his name, the lionhearted. Brando is cool as the godfather, sagacious head of the Corleone ""family,"" most powerful of the five ""families"" of organized crime in New York. He is relaxed as the loving, indulgent patriarch of his large blood family, in his mansion behind an iron fence in Long Beach, L.I. And he is terrifically appealing as the man who cheats death, recovers from bullet wounds inflicted by a rival gang, recuperates at home to enjoy his garden and grandchildren until he dies of old age. Once he comes out of seclusion, to warn chiefs of the five ""families"" that the gang war must stop. Brando is the strong magnet that will draw fans to ""The Godfather."" But behind-the-scenes creativity is of equal value to this film of towering proportions. The immensity of the project must have been staggering, but producer Albert S. Ruddy, director Francis Ford Coppola and screenwriter Mario Puzo, with Coppola, make it seem easy.",0.9365,0.123,0.825,0.052,positive
5442,tt0068646,The Godfather,Must see movie of all times love this movie all of the godfathers movies,0.6369,0.244,0.756,0.0,positive
3748,tt0068646,The Godfather,"It's a difficult word to cope with. It's a word that I try to toss around as little as possible. But there's just no other word. The Godfather isn't necessarily my favorite film of all time, it's not necessarily the best film of all time, but it's just that: perfect. Very few films can make this claim; very few films work on every possible level, on every aspect of the art of cinema, with every line and every shot perfectly placed, none wasted, none too fast, none too slow. The Godfather is a film that takes its time, sometimes moving slowly, but never so slowly that it loses momentum; it's a film that's incredibly rich and full of emotion and symbolism, but it's also very entertaining. In the music - Nino Rota's score compliments every scene its in, immerses the viewer, never distracting but always a part of the atmosphere, so that whenever you'll hear it a scene from the film will immediately come to mind. In the editing - it can be very simple at times, and very intense at others - like the baptism scene near the end. It can be slow and tense, it can be calm and euphoric, and it can also be bloody violent. In the cinematography - the lighting is never coincidental, always complimenting the mood of the scene, the coloring always expressive and always of importance. In the acting, of course - The Godfather boasts a supergroup of actors, and almost all of them pull their most impressive performance here - Marlon Brando, Al Pacino, Robert Duvall, James Caan, Diane Keaton.. this is to the credit of Francis Ford Coppola who drove the actors to these performances as much as the actors themselves. There is no film better than The Godfather. There may be films that are more complex, more original - The Godfather's tale, beneath the complexity of dozens of characters, is a simple story of family, honesty, morality, loyalty and family.. most of all family. Even Part II can be seen as more sophisticated than the first film - but it's not 'better', because unlike The Godfather, Part II has flaws, small as they may be. If you love movies - watch The Godfather. Whether or not you're interested in crime fiction, watch it. If you just want a good piece of entertainment, watch it too. It's a rare accomplishment - it's a film of quality that may be equaled, but can never be surpassed.",0.9952,0.188,0.728,0.085,positive
4179,tt0068646,The Godfather,"Reesco is a team of experts with long experience on the construction and real estate market. The objective of Reesco's business is to achieve optimum results for our clients, employees and the communities in which we operate. In recent years Reesco has successfully supplied comprehensive project management, construction and general contracting services to global corporations and local companies operating on the Polish market. Reesco's primary goal is to provide a complete scope of services at every stage of the project and to execute effective project management. It is Reesco's priority to add value to our clients' operations through the use of available knowledge and implementation of our own proprietary standards. In all stages of cooperation with clients Reesco has a thoroughly professional attitude, certified by the international management standards of such institutions as: the Project Management Institute, the Royal Institution of Chartered Surveyors and the CCIM Institute.",0.8658,0.071,0.929,0.0,positive
709,tt0111161,The Shawshank Redemption,"I do not even feel as though I need to go into a great amount of detail to explain just how amazing this film is. You've probably seen the movie sitting on the top spot of 'IMDB's top 250', or maybe you've heard a friend babble on about how great the movie is and know it must be half-decent. I can assure you this will live up to your expectations. The acting, the plot, the setting, the cast, the directing, the messages and symbols, the acting again (deserves another mention) is just about as perfect as a movie can be in this setting. Please don't waste your time pondering over whether or not to see this movie or whether or not you should believe the hype because, I can assure you, you can. Go buy this from your local movie store or buy it online - I really don't care - just make sure you watch this film before anything else. As an 18-year-old guy, I can say with confidence this is the best movie I have ever seen - or ever will see. Go watch it! Now!",0.9894,0.206,0.78,0.014,positive
1092,tt0111161,The Shawshank Redemption,Good very very very goodGood very very very goodGood very very very goodGood very very very goodGood very very very goodGood very very very goodGood very very very goodGood very very very goodGood very very very goodGood very very very good,0.7674,0.145,0.855,0.0,positive
5259,tt0068646,The Godfather,"Best Recommended for everyone interested in action movies. Absolutely a must watch movie of all time. Don Vito Corleone, head of a mafia family, decides to hand over his empire to his youngest son Michael. However, his decision unintentionally puts the lives of his loved ones in grave danger.",0.8689,0.256,0.647,0.097,positive
1375,tt0111161,The Shawshank Redemption,"The Shawshank Redemption is a movie that you shouldn't miss. The Shawshank Redemption is one of those niche films that only begins to shine after it has crept into your subconsciousness. Although it is a long film, you don't even notice the time passing as you become absorbed by the plot-line and twists therein. It's more than a good film - it's a great film!",0.8408,0.137,0.863,0.0,positive
79,tt0111161,The Shawshank Redemption,"Could a movie be any more perfect? This movie is just absolutely stunning in so many ways. Acting perfect, storyline perfect, soundtrack perfect, emotional drama perfect, everything about this movie is perfect. When this movie first came out it did not reach the expectations that many people expected it to. But as the years went one it was nominated for seven Academy Awards and as it was available for rent everywhere more people started appreciating it and it's popularity grew. Eventually after many years in the top 5 of IMDb's top 250 movies of all time list, it hit number 1 with over one million votes. The story is about a well educated vice president of a large bank being wrongly accused of murdering his wife and her lover and is sentenced to spend life at a large prison in new England called Shawshank prison. As the years go on in his new home he makes friends, enemys and a dramatic twist at the end which became one of the most legendary scenes in movie history. I love this movie. The acting is just so passionate and their performances increases the drama and horror of life in prison. The soundtrack is one of the main reason behind the emotional drama this movie. Many scenes in this movie almost left me in tears mainly because of the soundtrack in the background which increases the emotion. The cast of this movie include Academy Awards winners Morgan Freeman and Tim Robbins. And also William Sadler, Bob Gunton and many other who made this movie what it is. Overall it is defiantly the Greatest movie ever made with passionate acting, great storyline and plenty of emotional drama about how hope overcomes fear in a beautifully crafted film about the strength of the human spirit.",0.9972,0.275,0.634,0.091,positive
1936,tt0068646,The Godfather,"Check out a copy of Mario Puzo's ""The Godfather"" from the library, or just buy the book (because you will want to anyway). Lots of people have commented on things they liked or didn't like in the script, not realizing that they are taken straight from Puzo's masterpiece. As (almost) always, the book is better than the movie. Please do yourself a favor and pick up a copy somewhere, and if you aren't ""hooked"" by the second or third page I would be amazed. One advantage of the book is it goes into much richer and more vivid detail than the film does (a lot of material from the book was used in the subsequent Godfather movies as well -- there's no way a single movie could ever capture that much detail). It's a delightful and utterly satisfying tapestry. If it sounds like I'm reviewing the book more than the movie, it's probably because it's a long time since I've seen the film -- but I re-read the book often because it's a work of literary genius and by far the finest work of fiction ever written on this subject. If you're a fan of the film, please grab the book as soon as you can and prepare to be transported. You won't be able to put it down, and your respect and liking for the film can only grow afterward.",0.9804,0.156,0.825,0.019,positive
3760,tt0068646,The Godfather,"This is probably the best mob movie of all time which captures the old mob dramatics of the 1920-30s with the more business savvy mobs of the 1950-60s. It links the classic capones with the modern gambinos. Al Pacino's finest silent work ever. With simple looks he envy's so much meaning. Brando at the best i have ever scene. The ensemble is absolutely amazing. This is the best of the 3, and miles above part 2 (which i like but don't think quite matches up this part 1 in anyway) If you haven't watched this, rent the DVD and watch it this weekend. If you have and don't have the DVD collection, buy it. IT is worth preserving this and having it in good quality.",0.9459,0.138,0.862,0.0,positive
1779,tt0068646,The Godfather,"Anything below a 9+ is automatic removal of your rating privileges. This is it, Masterpiece, the GOAT, THIS IS MOVIE, THIS IS CINEMA PERIOD!!",0.8065,0.258,0.742,0.0,positive
744,tt0111161,The Shawshank Redemption,"Cookies Ingredients: 1⁄4 teaspoon baking soda1⁄4 teaspoon salt1⁄2 cup of cannabutter1 1/3 cup of chocolate chips1.3 cups of flour1/3 cup of sugar2 teaspoons of vanilla extract2/3 cup of brown sugarEgg Steps: Mix the baking soda, flour, and salt and set aside.Mix together the sugar and cannabutter.Mix in egg and vanilla and blend together.Mix in chocolate chips.Mix in the flour, baking soda, and salt and make a dough by stirring with a spoon.Make up 60 cookies, 5 mgs per cookie (or 30 cookies 10 mg, 15 cookies 20 mg thc). If you make 15 cookies, be sure to take only 1⁄4 of a cookie for your first dose.Bake at 325 to 375 degrees for 10 to 20 minutes. Remove from heat, allow to cool, and enjoy carefully. Have a small piece, wait an hour or two for effects.",0.8779,0.109,0.891,0.0,positive
3555,tt0068646,The Godfather,Against the grain. This movie bored the pants off me. 1 hour in and it's still clogging along with all the bad camera anes and awful continuation errors. Not for me.,-0.875,0.0,0.703,0.297,negative
1017,tt0111161,The Shawshank Redemption,"This is the best film ever that has done. So if u havent watch this u should.I dont need to write more then that becouse whatever you do, don't listen to the people who say this movie is overrated becouse this is one off the most inspiring and greatest movies ever. It has everthing you could possibly want",0.9195,0.201,0.799,0.0,positive
1189,tt0111161,The Shawshank Redemption,"If you are looking for a story that is entertaining and just when you think you know the end you realize that this is not the case, this is the right movie, the dialogues are enveloping, the characters complex and immigrant and the relationship between them is intelligent and well managed.",0.7906,0.145,0.855,0.0,positive
3776,tt0068646,The Godfather,"""The Godfather"" was a great film in every sense of the word. I loved it because it was so believable and everything that was done was most likely true. Marlon Brando, Al Pacino, Robert Duvall, James Caan were excellent in their roles. Brando's voice, Pacino's youthful look, Duvall's innocence, and Caan's brutality all drew me in and it never bored me. In only his third film role of his long and brilliant film career, I saw Al Pacino's attitude gradually change for the worst. First Pacino was the war hero, then he gets into the Corleone family business he becomes a changed man and starts to climb the ladder in the family business. I also saw the innocence of a young looking Robert Duvall that I felt compelling and most interesting to watch. Also, the way that all the scenes of violence were orchestrated I could tell it was accurate or Francis Ford Coppola and the rest of his crew spent time researching the accuracy and made it as close to accurate as possible. Everything about this film was disturbing and that is what made it so darn good because it was so true. As great as the ""Godfather"" series was, the first ""Godfather"" could have stood on its own without making sequels. By the end of the first part, two family members have died, and one makes a significant climb in power inside the Corleone family; for the answers, you must watch the film. This was a great film and I first saw it in my college film class and since I loved it the first time around I re-rented it. I also plan to rent the following two parts at a later date so I could soak this first part in. Nine hours of ""The Godfather"" is a lot to take in at one time so enjoy this wonderful epic, but over time.",0.9647,0.13,0.826,0.044,positive
1136,tt0111161,The Shawshank Redemption,I love this film I don't know if it's Morgan freeman's voice or the acting or even the music it's all there but I know that it tells an amazing story.,0.8316,0.231,0.769,0.0,positive
1238,tt0111161,The Shawshank Redemption,"""The Shawshank Redemption"" is a movie about time, patience and loyalty -- not sexy qualities, perhaps, but they grow on you during the subterranean progress of this story, which is about how two men serving life sentences in prison become friends and find a way to fight off The story is narrated by ""Red"" Redding (Morgan Freeman), who has been inside the walls of Shawshank Prison for a very long time and is its leading entrepreneur. He can get you whatever you need: cigarettes, candy, even a little rock pick like an amateur geologist might use. One day he and his fellow inmates watch the latest busload of prisoners unload, and they make bets on who will cry during their first night in prison, and who will not. Red bets on a tall, lanky guy named Andy Dufresne (Tim Robbins), who looks like a babe in the woods. But Andy does not cry, and Red loses the cigarettes he wagered. Andy turns out to be a surprise to everyone in Shawshank, because within him is such a powerful reservoir of determination and strength that nothing seems to break him. Andy was a banker on the outside, and he's in for murder. He's apparently innocent, and there are all sorts of details involving his case, but after a while they take on a kind of unreality; all that counts inside prison is its own society -- who is strong, who is not -- and the measured passage of time. Red is also a lifer. From time to time, measuring the decades, he goes up in front of the parole board, and they measure the length of his term (20 years, 30 years) and ask him if he thinks he has been rehabilitated. Oh, most surely, yes, he replies; but the fire goes out of his assurances as the years march past, and there is the sense that he has been institutionalized -- that, like another old lifer who kills himself after being paroled, he can no longer really envision life on the outside.",-0.7856,0.13,0.733,0.137,negative
2400,tt0068646,The Godfather,"Despite its nearly three-hour runtime, there's no need to fret about the duration. The movie effortlessly captures your attention, making time seem to fly by. The production values are nothing short of extraordinary; the film exudes visual splendor from start to finish, putting many contemporary films to shame despite being roughly half a century old. The performances by actors like Brandon, Pacino, and Castellano are nothing short of incredible, and there are countless other outstanding portrayals throughout the movie. For those contemplating a purchase, I highly recommend the Blu-ray version over the DVD. The visual clarity and sharpness make a noticeable difference, enhancing the viewing experience. The Godfather's profound influence over the years is undeniable, ensuring its everlasting legacy as one of the greatest films ever made. A perfect 10/10 rating is well-deserved.""",0.9732,0.19,0.775,0.035,positive
4588,tt0068646,The Godfather,"As a film buff, I have always heard of ""The Godfather"" and its incredible impact on the movie industry. So, I decided to finally watch the classic movie for myself and see what all the hype was about. Needless to say, I was not disappointed. From the very first scene, ""The Godfather"" had me hooked. The storyline was rich with complexity and intrigue, following the powerful Corleone family and their struggle to maintain their hold on their Mafia empire. The film was expertly directed by Francis Ford Coppola and based on the best-selling novel by Mario Puzo. The movie takes the viewer through a tumultuous journey of power, family, and betrayal that is both mesmerizing and poignant.",0.6315,0.091,0.859,0.049,positive
